,title,price,izmer,location,seller,seller_link,date,link
120,"куриный помет,",150.00,за Упаковку,"Санкт-Петербург,  Санкт-Петербург", Богдан Родионович Левинский,https://agroru.com/pages/168449/,11.12.2020,https://agroru.com/doska/kurinyj-pomet-kupit-kurinyj-pomet-v-spb-kurinyj-pomet-v-mesh-65894.htm
121,"навоз конский, навоз коровий, куриный помет,",150.00,за Упаковку,"Санкт-Петербург,  Санкт-Петербург", Богдан Родионович Левинский,https://agroru.com/pages/168449/,11.12.2020,https://agroru.com/doska/navoz-konskij-navoz-korovij-kurinyj-pomet-39792.htm
122,Опилки в мешках по 60 литров,150.00,за Упаковку,"Санкт-Петербург,  Санкт-Петербург", Богдан Родионович Левинский,https://agroru.com/pages/168449/,11.12.2020,https://agroru.com/doska/opilki-v-meshkah-po-60-litrov-59844.htm
123,Торф низинный в мешках и россыпью,170.00,за Упаковку,"Санкт-Петербург,  Санкт-Петербург", Богдан Родионович Левинский,https://agroru.com/pages/168449/,11.12.2020,https://agroru.com/doska/torf-nizinnyj-v-meshkah-i-rossypju-13676.htm
124,Грунт растительный в мешках и россыпью,170.00,за Упаковку,"Санкт-Петербург,  Санкт-Петербург", Богдан Родионович Левинский,https://agroru.com/pages/168449/,11.12.2020,https://agroru.com/doska/grunt-rastitelnyj-s-dostavkoj-v-meshkah-i-rossypju-v-spb-71703.htm
125,Торф верховой в мешках по 60 литров,170.00,за Упаковку,"Санкт-Петербург,  Санкт-Петербург", Богдан Родионович Левинский,https://agroru.com/pages/168449/,11.12.2020,https://agroru.com/doska/torf-verhovoj-v-meshkah-po-60-litrov-s-dostavkoj-i-samovyvoz-51096.htm
126,конский навоз в мешках по 60 литров и россыпью,170.00,за Упаковку,"Санкт-Петербург,  Санкт-Петербург", Богдан Родионович Левинский,https://agroru.com/pages/168449/,11.12.2020,https://agroru.com/doska/konskij-navoz-v-meshkah-po-60-litrov-i-rossypju-29824.htm
127,Навоз коровий перепревший в мешках и россыпью,150.00,за Упаковку,"Санкт-Петербург,  Санкт-Петербург", Богдан Родионович Левинский,https://agroru.com/pages/168449/,11.12.2020,https://agroru.com/doska/navoz-korovij-pereprevshij-v-meshkah-i-rossypju-61042.htm
128,Живая земля в мешках и навалом,150.00,за Упаковку,"Санкт-Петербург,  Санкт-Петербург", Евгений  Глухарев,https://agroru.com/pages/305786/,07.12.2020,https://agroru.com/doska/zhivaya-zemlya-v-meshkah-i-navalom-81676.htm
129,Чернозем в мешках и россыпью,150.00,за Упаковку,"Санкт-Петербург,  Санкт-Петербург", Евгений  Глухарев,https://agroru.com/pages/305786/,07.12.2020,https://agroru.com/doska/chernozem-v-meshkah-i-rossypju-38149.htm
130,Навоз конский в мешках и россыпью,100.00,за Упаковку,"Санкт-Петербург,  Санкт-Петербург", Евгений  Глухарев,https://agroru.com/pages/305786/,07.12.2020,https://agroru.com/doska/navoz-konskij-v-meshkah-i-rossypju-73616.htm
131,Опилки в мешках,100.00,за Упаковку,"Санкт-Петербург,  Санкт-Петербург", Евгений  Глухарев,https://agroru.com/pages/305786/,07.12.2020,https://agroru.com/doska/opilki-v-meshkah-19030.htm
132,Грунт плодородный в мешках и россыпью,100.00,за Упаковку,"Санкт-Петербург,  Санкт-Петербург", Евгений  Глухарев,https://agroru.com/pages/305786/,07.12.2020,https://agroru.com/doska/grunt-plodorodnyj-v-meshkah-i-rossypju-54909.htm
133,Коровий навоз с доставкой,400.00,за Тонну,"Санкт-Петербург,  Санкт-Петербург", Евгений  Глухарев,https://agroru.com/pages/305786/,07.12.2020,https://agroru.com/doska/korovij-navoz-s-dostavkoj-57018.htm
134,Плодородная земля в мешках и россыпью,100.00,за Упаковку,"Санкт-Петербург,  Санкт-Петербург", Евгений  Глухарев,https://agroru.com/pages/305786/,07.12.2020,https://agroru.com/doska/plodorodnaya-zemlya-v-meshkah-i-rossypju-10709.htm
135,Торф в мешках и россыпью,100.00,за Упаковку,"Санкт-Петербург,  Санкт-Петербург", Евгений  Глухарев,https://agroru.com/pages/305786/,07.12.2020,https://agroru.com/doska/torf-v-meshkah-i-rossypju-32802.htm
136,Стружка в мешках с доставкой,100.00,за Упаковку,"Санкт-Петербург,  Санкт-Петербург", Евгений  Глухарев,https://agroru.com/pages/305786/,07.12.2020,https://agroru.com/doska/struzhka-v-meshkah-s-dostavkoj-87037.htm
137,Навоз конский в мешках и россыпью. Конский перегной,100.00,за Упаковку,"Санкт-Петербург,  Санкт-Петербург", Константин Мельников Семенович,https://agroru.com/pages/313831/,07.12.2020,https://agroru.com/doska/navoz-konskij-v-meshkah-i-rossypju-konskij-peregnoj-4516.htm
138,Торф.,100.00,за Штуку,"Санкт-Петербург,  Санкт-Петербург", Константин Мельников Семенович,https://agroru.com/pages/313831/,07.12.2020,https://agroru.com/doska/torf-v-meshkah-i-rossypju-s-dostavkoj-i-samovyvozom-11821.htm
139,Земля плодородная в мешках.,100.00,за Штуку,"Санкт-Петербург,  Санкт-Петербург", Константин Мельников Семенович,https://agroru.com/pages/313831/,07.12.2020,https://agroru.com/doska/zemlya-plodorodnaya-v-meshkah-grunt-sadovyj-torfogrunt-5084.htm
140,Навоз конский.,100.00,за Упаковку,"Санкт-Петербург,  Санкт-Петербург", Константин Мельников Семенович,https://agroru.com/pages/313831/,07.12.2020,https://agroru.com/doska/navoz-konskij-i-korovij-24995.htm
141,Чернозем в мешках.,None,None,"Санкт-Петербург,  Санкт-Петербург", Константин Мельников Семенович,https://agroru.com/pages/313831/,07.12.2020,https://agroru.com/doska/chernozem-v-meshkah-i-rossypju-95930.htm
142,Грунт плодородный.,500.00,за Тонну,"Санкт-Петербург,  Санкт-Петербург", Константин Мельников Семенович,https://agroru.com/pages/313831/,07.12.2020,https://agroru.com/doska/grunt-plodorodnyj-v-meshkah-i-rossypju-31380.htm
143,Опилки в мешках. Стружка в мешках,100.00,за Упаковку,"Санкт-Петербург,  Санкт-Петербург", Константин Мельников Семенович,https://agroru.com/pages/313831/,07.12.2020,https://agroru.com/doska/opilki-v-meshkah-struzhka-v-meshkah-93594.htm
144,Чернозём чёрный и серый 4 и 9% гумус,360.00,за Тонну,"Воронежская область,  Воронеж", Ярослав Петрович Иванов,https://agroru.com/pages/286311/,07.12.2020,https://agroru.com/doska/chernozem-chernyj-i-seryj-4-i-9-gumus-38229.htm
145,"Перегной, конский, коровий",400.00,за Тонну,"Воронежская область,  Воронеж", Ярослав Петрович Иванов,https://agroru.com/pages/286311/,07.12.2020,https://agroru.com/doska/peregnoj-konskij-korovij-peregnoj-2557.htm
146,"Удобрения  для зерновых, овощных, технических культур и рекультивации земель.",None,None,"Свердловская область,  Екатеринбург", Юлия Владимировна Чернова,https://agroru.com/pages/86341/,07.12.2020,https://agroru.com/doska/udobreniya-dlya-zernovyh-ovoschnyh-tehnicheskih-kultur-i-rek-98018.htm
147,Карбамид (мочевина).,None,None,"Свердловская область,  Екатеринбург", Юлия Владимировна Чернова,https://agroru.com/pages/86341/,07.12.2020,https://agroru.com/doska/karbamid-mochevina-27678.htm
148,Удобрения для рекультивации земель.,None,None,"Свердловская область,  Екатеринбург", Юлия Владимировна Чернова,https://agroru.com/pages/86341/,07.12.2020,https://agroru.com/doska/udobreniya-dlya-rekultivatsii-zemel-88088.htm
149,Диаммонийфосфат  Аммофос  Сульфоаммофос  Монокалийфосфат  Моноаммонийфосфат,18000.00,за Тонну,"Ставропольский край,  Ставрополь", Андрей,https://agroru.com/pages/318031/,07.12.2020,https://agroru.com/doska/diammonijfosfat-ammofos-sulfoammofos-monokalijfosfat-monoamm-85538.htm
150,Аммофос Диаммонийфосфат Сульфоаммофос Монокалийфосфат Сульфат Моноаммонийфосфат,18000.00,за Тонну,"Ставропольский край,  Ставрополь", Андрей,https://agroru.com/pages/318031/,07.12.2020,https://agroru.com/doska/ammofos-diammonijfosfat-sulfoammofos-monokalijfosfat-sulfat--77030.htm
151,Аммофос — Сульфоаммофос — Сульфаткалия — Монокалийфосфат — Моноаммонийфосфат — Диаммонийфосфат,15700.00,за Тонну,"Ставропольский край,  Ставрополь", Андрей,https://agroru.com/pages/318031/,07.12.2020,https://agroru.com/doska/ammofos-sulfoammofos-sulfatkaliya-monokalijfosfat-monoammoni-36003.htm
152,Диаммонийфосфат — Аммофос — Сульфоаммофос — Сульфаткалия — Монокалийфосфат — Моноаммонийфосфат,16200.00,за Тонну,"Ставропольский край,  Ставрополь", Андрей,https://agroru.com/pages/318031/,07.12.2020,https://agroru.com/doska/diammonijfosfat-ammofos-sulfoammofos-sulfatkaliya-monokalijf-53862.htm
