,title,price,izmer,location,seller,seller_link,date,link
2342,Сера техническая газовая гранулированная сорт 9998.,6500.00,за Тонну,"Челябинская область,  Челябинск", Сергей,https://agroru.com/pages/165414/,,https://agroru.com/doska/sera-tehnicheskaya-gazovaya-granulirovannaya-sort-9998-99448.htm
2343,Селитра аммиачная ГОСТ 2-85 Марка Б.,10400.00,за Тонну,"Челябинская область,  Челябинск", Сергей,https://agroru.com/pages/165414/,,https://agroru.com/doska/selitra-ammiachnaya-gost-2-85-marka-b-26840.htm
2344,"Сульфат аммония, ТУ",5900.00,за Тонну,"Челябинская область,  Челябинск", Сергей,https://agroru.com/pages/165414/,,https://agroru.com/doska/sulfat-ammoniya-tu-113-03-625-90-30506.htm
2345,Нитроаммофоска (азофоска) N/P/K=16/16/16,13800.00,за Тонну,"Челябинская область,  Челябинск", Сергей,https://agroru.com/pages/165414/,,https://agroru.com/doska/nitroammofoska-azofoska-n-p-k-16-16-16-35905.htm
2346,Нитроаммофоска (азофоска) N/P/K=15/15/15,13400.00,за Тонну,"Челябинская область,  Челябинск", Сергей,https://agroru.com/pages/165414/,,https://agroru.com/doska/nitroammofoska-azofoska-n-p-k-15-15-15-53822.htm
2347,Селитра Аммиачная,12495.00,за Тонну,"Волгоградская область,  Волгоград", Дмитрий Сергеевич Ковалев,https://agroru.com/pages/256216/,,https://agroru.com/doska/selitra-ammiachnaya-86225.htm
2348,Органические удобрения,5000.00,за Тонну,"Нижегородская область,  Нижний Новгород", Вячеслав,https://agroru.com/pages/265054/,,https://agroru.com/doska/organicheskie-udobreniya-33624.htm
2349,Аммофос 12:52 под УРОЖАЙ 2017.,23190.00,за Тонну,"Москва,  Москва", Зимин Евгений,https://agroru.com/pages/209860/,,https://agroru.com/doska/ammofos-12-52-pod-urozhaj-2017-14637.htm
2350,Сульфат аммония,None,None,"Волгоградская область,  Волгоград", Дмитрий Сергеевич Ковалев,https://agroru.com/pages/256216/,,https://agroru.com/doska/sulfat-ammoniya-87838.htm
2351,Карбамид,11900.00,за Тонну,"Волгоградская область,  Волгоград", Дмитрий Сергеевич Ковалев,https://agroru.com/pages/256216/,,https://agroru.com/doska/karbamid-27992.htm
2352,Калий хлористый гранулированный,13940.00,за Тонну,"Волгоградская область,  Волгоград", Дмитрий Сергеевич Ковалев,https://agroru.com/pages/256216/,,https://agroru.com/doska/kalij-hloristyj-granulirovannyj-89900.htm
2353,Калий хлорид,13980.00,за Тонну,"Волгоградская область,  Волгоград", Дмитрий Сергеевич Ковалев,https://agroru.com/pages/256216/,,https://agroru.com/doska/kalij-hlorid-48281.htm
2354,Карбамид (мочевина) марки А,17800.00,за Тонну,"Пермский край,  Пермь", Владислав Романович Иванов,https://agroru.com/pages/100551/,,https://agroru.com/doska/karbmaid-mochevina-23361.htm
2355,Калий хлористый марки Мелкий белый ГОСТ,18000.00,за Тонну,"Пермский край,  Пермь", Владислав Романович Иванов,https://agroru.com/pages/100551/,,https://agroru.com/doska/kalij-hloristyj-marki-melkij-gost-4568-95-52713.htm
2356,Калия хлорид содержание К2О 40%,10000.00,за Тонну,"Пермский край,  Пермь", Владислав Романович Иванов,https://agroru.com/pages/100551/,,https://agroru.com/doska/kalij-hloristyj-kalimag-soderzhanie-k2o-40-48056.htm
2357,Кальций хлористый порошок,17000.00,за Тонну,"Пермский край,  Пермь", Владислав Романович Иванов,https://agroru.com/pages/100551/,,https://agroru.com/doska/kaltsij-hloristyj-44333.htm
2358,Концентрат минеральный Галит,10.00,за Тонну,"Пермский край,  Пермь", Владислав Романович Иванов,https://agroru.com/pages/100551/,,https://agroru.com/doska/kontsentrat-mineralnyj-galit-25332.htm
2359,Карбамид марки А (экспорт),17400.00,за Тонну,"Санкт-Петербург,  Санкт-Петербург", Владислав Романович Иванов,https://agroru.com/pages/100551/,,https://agroru.com/doska/karbamid-marki-a-eksport-11018.htm
2360,БЕЛМИК микроудобрение повышает урожайность рапса,180.00,за Литр,"Санкт-Петербург,  Санкт-Петербург", Алексей,https://agroru.com/pages/259322/,,https://agroru.com/doska/belmik-mikroudobrenie-povyshaet-urozhajnost-rapsa-80034.htm
2361,Водорастворимые удобрения марки Star УралХим,150.00,за Килограмм,"Амурская область,  Благовещенск", Алексей Анатольевич Зимин,https://agroru.com/pages/160865/,,https://agroru.com/doska/vodorastvorimye-udobreniya-marki-amp-quot-star-amp-quot-ural-68058.htm
2362,Сульфат аммония акрилатный под УРОЖАЙ 2017.,8320.00,за Тонну,"Москва,  Москва", Зимин Евгений,https://agroru.com/pages/209860/,,https://agroru.com/doska/sulfat-ammoniya-akrilatnyj-pod-urozhaj-2017-63969.htm
2363,Селитры Аммиачной ГОСТ 2-2013,11900.00,за Тонну,"Р-ка Башкортостан,  Уфа", Алексей,https://agroru.com/pages/263120/,,https://agroru.com/doska/prodazha-selitry-ammiachnoj-gost-2-2013-23351.htm
2364,Карбамид Марки Б,13800.00,за Тонну,"Р-ка Башкортостан,  Уфа", Алексей,https://agroru.com/pages/263120/,,https://agroru.com/doska/karbamid-marki-b-53114.htm
2365,Биочар отсев древесного угля,15.00,за Килограмм,"Красноярский край,  Красноярск", Александр Леонидович Крылов,https://agroru.com/pages/32025/,,https://agroru.com/doska/biochar-otsev-drevesnogo-uglya-64908.htm
2366,Азофоска (нитроаммофоска) NPK 16:16:16,17.00,за Килограмм,"Москва,  Москва", Алексей,https://agroru.com/pages/184840/,,https://agroru.com/doska/azofoska-nitroammofoska-96546.htm
2367,Компост отработанный шампиньонный в мешках.,50.00,за Штуку,"Новосибирская область,  Новосибирск", Руслан Васильевич Шурубченко,https://agroru.com/pages/237855/,,https://agroru.com/doska/kompost-otrabotannyj-shampinonnyj-v-meshkah-v-novosibirske-99896.htm
2368,Сульфат Аммония мелкий,10200.00,за Тонну,"Р-ка Башкортостан,  Уфа", Алексей Владимирович,https://agroru.com/pages/184703/,,https://agroru.com/doska/kalij-hloristyj-gost-4568-95-92420.htm
2369,Cульфат ГОСТ,13000.00,за Тонну,"Р-ка Башкортостан,  Уфа", Алексей Владимирович,https://agroru.com/pages/184703/,,https://agroru.com/doska/culfat-gost-89096.htm
2370,Диаммоний фосфат 18-46,35800.00,за Тонну,"Р-ка Башкортостан,  Уфа", Алексей Владимирович,https://agroru.com/pages/184703/,,https://agroru.com/doska/karbamid-marki-a-i-b-gost-21004.htm
2371,Селитра Аммиачная ГОСТ 2-13 Марка Б,11900.00,за Тонну,"Р-ка Башкортостан,  Уфа", Алексей Владимирович,https://agroru.com/pages/184703/,,https://agroru.com/doska/selitra-ammiachnaya-gost-marka-b-v-mkr-76867.htm
2372,Калий (Мелкий 40% ) Белый,12000.00,за Тонну,"Р-ка Башкортостан,  Уфа", Алексей Владимирович,https://agroru.com/pages/184703/,,https://agroru.com/doska/kalij-melkij-40-60742.htm
2373,Аммофос NP 12:52,27000.00,за Тонну,"Р-ка Башкортостан,  Уфа", Алексей Владимирович,https://agroru.com/pages/184703/,,https://agroru.com/doska/ammofos-np-12-52-35632.htm
2374,Карбамид марки А-Б ГОСТ,13700.00,за Тонну,"Р-ка Башкортостан,  Уфа", Алексей Владимирович,https://agroru.com/pages/184703/,,https://agroru.com/doska/karbamid-gost-2081-10-32965.htm
2375,Удобрения Гуматы Хакасии концентрат 1:500,100.00,за Литр,"Р-ка Хакасия,  Абакан", Андрей,https://agroru.com/pages/262967/,,https://agroru.com/doska/udobreniya-gumaty-hakasii-kontsentrat-1-500-16727.htm
2376,БИОГУМУС ОПТОМ,15.00,за Литр,"Нижегородская область,  Нижний Новгород", Вячеслав,https://agroru.com/pages/173640/,,https://agroru.com/doska/biogumus-81289.htm
2377,Калий хлористый 60%(белый мелкий) ГОСТ 4568-95,16000.00,за Тонну,"Пермский край,  Березники", Екатерина,https://agroru.com/pages/233667/,,https://agroru.com/doska/kalij-hloristyj-60-belyj-melkij-31000.htm
2378,Калий хлористый 60% Гранулированный ГОСТ 4568-95,16700.00,за Тонну,"Пермский край,  Березники", Екатерина,https://agroru.com/pages/233667/,,https://agroru.com/doska/kalij-hloristyj-granulirovannyj-hlorid-kaliya-60-64879.htm
2379,Карбамид,None,None,"Р-ка Башкортостан,  Стерлитамак", Ольга Александровна Андросова,https://agroru.com/pages/102818/,20.12.2019,https://agroru.com/doska/karbamid-38088.htm
2380,Азофоска,None,None,"Р-ка Башкортостан,  Стерлитамак", Ольга Александровна Андросова,https://agroru.com/pages/102818/,20.12.2019,https://agroru.com/doska/azofoska-15-15-15-94410.htm
2381,Туковые смеси,None,None,"Р-ка Башкортостан,  Стерлитамак", Ольга Александровна Андросова,https://agroru.com/pages/102818/,20.12.2019,https://agroru.com/doska/karbamid-20372.htm
2382,Калий хлористый гранулированный 60%и 40%,None,None,"Пермский край,  Березники", Виталий,https://agroru.com/pages/162154/,,https://agroru.com/doska/kalij-hloristyj-granulirovannyj-87062.htm
2383,"Аммофос, N:P = 12% : 52%",30550.00,за Тонну,"Р-ка Татарстан,  Казань", Глеб,https://agroru.com/pages/189901/,,https://agroru.com/doska/ammofos-n-p-12-52-28410.htm
2384,"Диаммофоска, N:P:K = 10%:26%:26%",24700.00,за Тонну,"Р-ка Татарстан,  Казань", Глеб,https://agroru.com/pages/189901/,,https://agroru.com/doska/diammofoska-10-26-26-4916.htm
2385,"Калий Хлористый, Марки Мелкий, Белый, Розовый, К=60%",18500.00,за Тонну,"Р-ка Татарстан,  Казань", Глеб,https://agroru.com/pages/189901/,,https://agroru.com/doska/kalij-hloristyj-marki-melkij-belyj-rozovyj-k-60-79629.htm
2386,"Нитроамоффоска, Азофоска N:P:K = 16%:16%:16%",21300.00,за Тонну,"Р-ка Татарстан,  Казань", Глеб,https://agroru.com/pages/189901/,,https://agroru.com/doska/npk-16-16-16-nitroamoffoska-azofoska-96898.htm
2387,"Аммиачная Селитра, марка Б, ГОСТ 2-2013",12850.00,за Тонну,"Р-ка Татарстан,  Казань", Глеб,https://agroru.com/pages/189901/,,https://agroru.com/doska/ammiachnaya-selitra-po-tsene-zavoda-67639.htm
2388,"Сульфат Аммония, Кристалический, N=21%",9500.00,за Тонну,"Р-ка Татарстан,  Казань", Глеб,https://agroru.com/pages/189901/,,https://agroru.com/doska/sulfat-ammoniya-1432.htm
2389,"Жидкое Комплексное Удобрение, ЖКУ, N:P =11%:37%",19400.00,за Тонну,"Р-ка Татарстан,  Казань", Глеб,https://agroru.com/pages/189901/,,https://agroru.com/doska/zhidkoe-kompleksnoe-udobrenie-zhku-n-p-11-37-56404.htm
2390,Известково-аммиачная селитра (ИАС),11400.00,за Тонну,"Кировская область,  Киров", Юлия Александровна,https://agroru.com/pages/80434/,,https://agroru.com/doska/izvestkovo-ammiachnaya-selitra-ias-37565.htm
2391,Боркалимагнезия» аммонизированная,13500.00,за Тонну,"Брянская область,  Брянск", Ольга,https://agroru.com/pages/213956/,28.02.2019,https://agroru.com/doska/borkalimagneziya-ammonizirovannaya-64869.htm
2392,Амофоска,12000.00,за Тонну,"Пензенская область,  Каменка", Вениамин  Раскоков,https://agroru.com/pages/55555/,,https://agroru.com/doska/amofoska-85538.htm
2393,Гумат+7 (жидкий концентрат),102.50,за Литр,"Иркутская область,  Иркутск", Владимир,https://agroru.com/pages/24613/,,https://agroru.com/doska/gumat-7-zhidkij-kontsentrat-51914.htm
2394,Посевной материал и удобрения,1000.00,за Упаковку,"Ставропольский край,  Ставрополь", Ульяна,https://agroru.com/pages/262094/,,https://agroru.com/doska/posevnoj-material-i-udobreniya-72024.htm
2395,Торф,164.00,за Тонну,"Санкт-Петербург,  Санкт-Петербург", Иван Владимирович Голубев,https://agroru.com/pages/226042/,,https://agroru.com/doska/torf-25709.htm
2396,"Селитра аммиачная марки Б, ГОСТ 2-2013, от 50 кг",15.00,за Килограмм,"Пермский край,  Пермь", Ринат,https://agroru.com/pages/262000/,,https://agroru.com/doska/selitra-ammiachnaya-marki-b-gost-2-2013-ot-50-kg-12536.htm
2397,карбамид,11500.00,за Тонну,"Санкт-Петербург,  Санкт-Петербург", Антон,https://agroru.com/pages/261979/,,https://agroru.com/doska/karbamid-19870.htm
2398,селитра,8500.00,за Тонну,"Санкт-Петербург,  Санкт-Петербург", Антон,https://agroru.com/pages/261979/,,https://agroru.com/doska/selitra-15000.htm
2399,Известково-аммиачная селитра под УРОЖАЙ 2017.,10850.00,за Тонну,"Москва,  Москва", Зимин Евгений,https://agroru.com/pages/209860/,,https://agroru.com/doska/izvestkovo-ammiachnaya-selitra-pod-urozhaj-2017-44164.htm
2400,Азофоска (Нитроаммофоска) (N:P:K:S=27:6:6:2),13800.00,за Тонну,"Кировская область,  Кирово-Чепецк", Юлия Александровна,https://agroru.com/pages/80434/,,https://agroru.com/doska/azofoska-nitroammofoska-n-p-k-s-27-6-6-2-86199.htm
2401,Азофоска 15:15:15,17500.00,за Тонну,"Саратовская область,  Балаково", ,https://agroru.com/doska/azofoska-15-15-15-77557.htm,,https://agroru.com/doska/azofoska-15-15-15-77557.htm
2402,Азофоска (Нитроамофоска) 16:16:16,16850.00,за Тонну,"Смоленская область,  Смоленск", ,https://agroru.com/doska/azofoska-nitroamofoska-16-16-16-22236.htm,,https://agroru.com/doska/azofoska-nitroamofoska-16-16-16-22236.htm
2403,Аммофос N:P=12:52,24100.00,за Тонну,"Саратовская область,  Балаково", ,https://agroru.com/doska/ammofos-n-p-12-52-19407.htm,,https://agroru.com/doska/ammofos-n-p-12-52-19407.htm
2404,NPKS 10:20:20:6,21600.00,за Тонну,"Вологодская область,  Череповец", Юлия Александровна,https://agroru.com/pages/80434/,,https://agroru.com/doska/npks-10-20-20-6-68968.htm
2405,КАЛИЙ РОЗОВЫЙ 60,14800.00,за Тонну,"Пермский край,  Березники", Юлия Александровна,https://agroru.com/pages/80434/,,https://agroru.com/doska/kalij-rozovyj-60-60591.htm
2406,ЭКОГРИНВИТ - универсал,300.00,за Штуку,"Краснодарский край,  Краснодар", Юлия Александровна,https://agroru.com/pages/80434/,,https://agroru.com/doska/ekogrinvit-universal-70746.htm
2407,Осторожно мошенники!,None,None,"Смоленская область,  Смоленск", Юлия Александровна,https://agroru.com/pages/80434/,,https://agroru.com/doska/ostorozhno-moshenniki-75781.htm
2408,Хлорид калия 40%,9100.00,за Тонну,"Пермский край,  Березники", Юлия Александровна,https://agroru.com/pages/80434/,,https://agroru.com/doska/hlorid-kaliya-40-77218.htm
2409,СУЛЬФАТ АММОНИЯ (N:S=21:24),9700.00,за Тонну,"Ростовская область,  Ростов-на-Дону", Юлия Александровна,https://agroru.com/pages/80434/,,https://agroru.com/doska/sulfat-ammoniya-n-s-21-24-54197.htm
2410,Удобрения : Карбамид . Аммиачная Селитра .Аммиак,None,None,"Р-ка Татарстан,  Казань", Артемий,https://agroru.com/pages/261420/,,https://agroru.com/doska/udobreniya-karbamid-ammiachnaya-selitra-55764.htm
2411,Калия хлорид 40% марки Мелкий,8760.00,за Тонну,"Пермский край,  Березники", Екатерина,https://agroru.com/pages/233667/,,https://agroru.com/doska/kaliya-hlorid-40-s-dobavleniem-magniya-marki-melkij-13981.htm
2412,Сульфат аммония ГОСТ 9097-82,11900.00,за Тонну,"Кемеровская область,  Кемерово", Евгений Владимирович Рыжков,https://agroru.com/pages/86216/,,https://agroru.com/doska/sulfat-ammoniya-karbamid-790444.htm
2413,Сульфат аммония,8.00,за Килограмм,"Краснодарский край,  Новороссийск", Михаил Владимирович Иванов,https://agroru.com/pages/243674/,,https://agroru.com/doska/sulfat-ammoniya-66923.htm
2414,помёт куриный.,100.00,за Упаковку,"Челябинская область,  Магнитогорск", Юрий,https://agroru.com/pages/196385/,,https://agroru.com/doska/prodam-pomet-kurinyj-25829.htm
2415,Конский навоз в мешках 50 литров,150.00,за Упаковку,"Москва,  Москва", Олег Юрьевич Бочин,https://agroru.com/pages/205972/,21.09.2020,https://agroru.com/doska/konskij-navoz-v-meshkah-50-litrov-91887.htm
2416,Органическое удобрение для роз. Мешок 50л.,150.00,за Упаковку,"Московская область,  Дмитров", Олег Юрьевич Бочин,https://agroru.com/pages/205972/,21.09.2020,https://agroru.com/doska/organicheskoe-udobrenie-dlya-roz-meshok-50l-11796.htm
2417,"Силитра,НПК16,Карбамид,МинуральныеУдобрения.",12900.00,за Тонну,"Ставропольский край,  Невинномысск", Илья Валерьевич Новиков,https://agroru.com/pages/260879/,,https://agroru.com/doska/silitra-npk16-karbamid-minuralnyeudobreniya-47711.htm
2418,"Козий навоз, куриный помет",50.00,за Штуку,"Калужская область,  Обнинск", Александр,https://agroru.com/pages/260592/,,https://agroru.com/doska/kozij-navoz-kurinyj-pomet-74287.htm
2419,"Козий и куриный навоз, помет",50.00,за Штуку,"Калужская область,  Обнинск", Александр,https://agroru.com/pages/260592/,,https://agroru.com/doska/kozij-i-kurinyj-navoz-pomet-87477.htm
2420,"Технологическая линия переработки бытовых отходов, помета, навоза",None,None,"Санкт-Петербург,  Санкт-Петербург", Светлана,https://agroru.com/pages/117404/,22.11.2019,https://agroru.com/doska/tehnologicheskaya-liniya-pererabotki-bytovyh-othodov-pometa--9597.htm
2421,Отработанный грибные блоки,None,None,"Воронежская область,  Воронеж", Александр,https://agroru.com/pages/260421/,,https://agroru.com/doska/otrabotannyj-gribnye-bloki-20902.htm
2422,Азофоска Нитроаммофоска Диаммофоска,19500.00,за Тонну,"Кировская область,  Кирово-Чепецк", Владислав,https://agroru.com/pages/100165/,,https://agroru.com/doska/azofoska-nitroammofoska-diammofoska-26488.htm
2423,азотно-фосфорно-калийные удобрения,20000.00,за Тонну,"Кировская область,  Кирово-Чепецк", Владислав,https://agroru.com/pages/100165/,,https://agroru.com/doska/azotno-fosforno-kalijnye-udobreniya-34131.htm
2424,Фосфоритная мука,4500.00,за Тонну,"Кировская область,  Кирово-Чепецк", Владислав,https://agroru.com/pages/100165/,,https://agroru.com/doska/fosforitnaya-muka-36386.htm
2425,аммиачная селитра,13200.00,за Тонну,"Кировская область,  Кирово-Чепецк", Владислав,https://agroru.com/pages/100165/,,https://agroru.com/doska/ammiachnaya-selitra-19039.htm
2426,"азотные удобрения N=27,N=30%",13500.00,за Тонну,"Кировская область,  Кирово-Чепецк", Владислав,https://agroru.com/pages/100165/,,https://agroru.com/doska/azotnye-udobreniya-n-27-n-30-95845.htm
2427,Карбамид марки Б,17000.00,за Тонну,"Кировская область,  Кирово-Чепецк", Владислав,https://agroru.com/pages/100165/,,https://agroru.com/doska/karbamid-marki-b-47606.htm
2428,Азофоска 15:15:15,17800.00,за Тонну,"Кировская область,  Кирово-Чепецк", Владислав,https://agroru.com/pages/100165/,,https://agroru.com/doska/azofoska-15-15-15-12744.htm
2429,"калий хлористый 60%40% мелкий,гранулированный и калимаг",9800.00,за Тонну,"Кировская область,  Кирово-Чепецк", Владислав,https://agroru.com/pages/100165/,,https://agroru.com/doska/kalij-hloristyj-60-40-melkij-granulirovannyj-i-kalimag-77778.htm
2430,Георост,5400.00,за Штуку,"Калужская область,  Обнинск", Александра,https://agroru.com/pages/227281/,,https://agroru.com/doska/georost-3955.htm
2431,ГОМУ,103.50,за Штуку,"Калужская область,  Обнинск", Александра,https://agroru.com/pages/227281/,,https://agroru.com/doska/gomu-4920.htm
2432,ФИТО-СПОРТ для орхидей,120.00,за Штуку,"Новосибирская область,  Новосибирск", Ольга,https://agroru.com/pages/55536/,,https://agroru.com/doska/amp-quot-fito-sport-amp-quot-dlya-orhidej-94606.htm
2433,Живчик,120.00,за Штуку,"Новосибирская область,  Новосибирск", Ольга,https://agroru.com/pages/55536/,,https://agroru.com/doska/zhivchik-28298.htm
2434,сапропель,6000.00,за Тонну,"Свердловская область,  Нижний Тагил", владимир,https://agroru.com/pages/207389/,,https://agroru.com/doska/sapropel-42877.htm
2435,Удобрение Лигногумат калия марка ВМ-NPK 12%,145.00,за Литр,"Санкт-Петербург,  Санкт-Петербург", Николай Николаевич Рыжков,https://agroru.com/pages/259809/,,https://agroru.com/doska/udobrenie-lignogumat-kaliya-15600.htm
2436,Хелатное удобрение жидкое концентрат с микроэлементами,350.00,за Килограмм,"Санкт-Петербург,  Санкт-Петербург", Николай Николаевич Рыжков,https://agroru.com/pages/259809/,,https://agroru.com/doska/helatnoe-udobrenie-zhidkoe-kontsentrat-s-mikroelementami-62604.htm
2437,"Гумус, Компост.",10000.00,за Тонну,"Ростовская область,  Ростов-на-Дону", Евгений,https://agroru.com/pages/259815/,,https://agroru.com/doska/prodam-gumus-kompost-63615.htm
2438,Аммиачная селитра,13500.00,за Тонну,"Кировская область,  Киров", Алексей  Ларионов,https://agroru.com/pages/251834/,,https://agroru.com/doska/ammiachnaya-selitra-82518.htm
2439,Азофоска (Нитроаммофоска NPK 15 15 15),17200.00,за Тонну,"Кировская область,  Киров", Алексей  Ларионов,https://agroru.com/pages/251834/,,https://agroru.com/doska/azofoska-nitroammofoska-npk-15-15-15-21140.htm
2440,Сульфат аммония,10600.00,за Тонну,"Кировская область,  Киров", Алексей  Ларионов,https://agroru.com/pages/251834/,,https://agroru.com/doska/sulfat-ammoniya-43420.htm
2441,Минеральные удобрения,None,None,"Кировская область,  Киров", Алексей  Ларионов,https://agroru.com/pages/251834/,,https://agroru.com/doska/mineralnye-udobreniya-84186.htm
2442,Карбамид,17500.00,за Тонну,"Кировская область,  Киров", Алексей  Ларионов,https://agroru.com/pages/251834/,,https://agroru.com/doska/karbamid-75452.htm
2443,Азофоска (Нитроаммофоска 16 16 16),18550.00,за Тонну,"Кировская область,  Киров", Алексей  Ларионов,https://agroru.com/pages/251834/,,https://agroru.com/doska/azofoska-nitroammofoska-16-16-16-91393.htm
2444,Конский навоз Торф Чернозем Грунт в мешках и навалом,220.00,за Штуку,"Московская область,  Коломна", Александр,https://agroru.com/pages/176255/,,https://agroru.com/doska/konskij-navoz-torf-chernozem-grunt-31724.htm
2445,Растительная земля с торфом в мешках,180.00,за Упаковку,"Москва,  Москва", Юрий Михайлович Круглов,https://agroru.com/pages/223822/,13.09.2019,https://agroru.com/doska/rastitelnaya-zemlya-s-torfom-v-meshkah-76663.htm
2446,Плодородный грунт в мешках,200.00,за Упаковку,"Москва,  Москва", Юрий Михайлович Круглов,https://agroru.com/pages/223822/,13.09.2019,https://agroru.com/doska/plodorodnyj-grunt-v-meshkah-89023.htm
2447,Торф в мешках,180.00,за Упаковку,"Москва,  Москва", Юрий Михайлович Круглов,https://agroru.com/pages/223822/,13.09.2019,https://agroru.com/doska/torf-v-meshkah-74784.htm
2448,Навоз в мешках,150.00,за Упаковку,"Москва,  Москва", Юрий Михайлович Круглов,https://agroru.com/pages/223822/,13.09.2019,https://agroru.com/doska/navoz-v-meshkah-s-dostavkoj-po-moskovskoj-oblasti-64022.htm
2449,Чернозем в мешках,250.00,за Упаковку,"Москва,  Москва", Юрий Михайлович Круглов,https://agroru.com/pages/223822/,13.09.2019,https://agroru.com/doska/chernozem-v-meshkah-ryazanskij-81317.htm
2450,Коровий навоз в мешках (перепревший),200.00,за Упаковку,"Москва,  Москва", Юрий Михайлович Круглов,https://agroru.com/pages/223822/,13.09.2019,https://agroru.com/doska/korovij-navoz-v-meshkah-pereprevshij-20159.htm
2451,"Конский навоз в мешках (перепревший, без запаха)",150.00,за Упаковку,"Москва,  Москва", Юрий Михайлович Круглов,https://agroru.com/pages/223822/,13.09.2019,https://agroru.com/doska/konskij-navoz-v-meshkah-pereprevshij-bez-zapaha-50452.htm
2452,Нитроаммофоска 20-10-10,15500.00,за Тонну,"Москва,  Москва", Александр Александрович Горелик,https://agroru.com/pages/191044/,,https://agroru.com/doska/nitroammofoska-20-10-10-69160.htm
2453,Калимаг (Калий хлористый),10500.00,за Тонну,"Москва,  Москва", Александр Александрович Горелик,https://agroru.com/pages/191044/,,https://agroru.com/doska/kaliya-hlorid-kalimag-46-melkij-granulirovannyj-2937.htm
2454,Аммиачная селитра,11900.00,за Тонну,"Волгоградская область,  Волгоград", Дмитрий Сергеевич Ковалев,https://agroru.com/pages/256216/,,https://agroru.com/doska/ammiachnaya-selitra-18922.htm
2455,Минеральные удобрения,None,None,"Республика Крым,  Симферополь", Елена,https://agroru.com/pages/259121/,,https://agroru.com/doska/mineralnye-udobreniya-74029.htm
2456,Доломитовая мука для раскисления почвы,1250.00,за Тонну,"Калужская область,  Товарково", Юлия,https://agroru.com/pages/78169/,,https://agroru.com/doska/dolomitovaya-muka-dlya-raskisleniya-pochvy-726619.htm
2457,Магний хлористый (бишофит),16000.00,за Тонну,"Москва,  Москва", Павел,https://agroru.com/pages/87546/,03.12.2020,https://agroru.com/doska/magnij-hloristyj-bishofit-82342.htm
2458,Калий хлористый,16800.00,за Тонну,"Кировская область,  Киров", Алексей  Ларионов,https://agroru.com/pages/251834/,,https://agroru.com/doska/kalij-hloristyj-68774.htm
2459,нутривант,310.00,за Килограмм,"Краснодарский край,  Краснодар", Александр,https://agroru.com/pages/258800/,,https://agroru.com/doska/nutrivant-10822.htm
2460,монокалийфосфат,180.00,за Килограмм,"Краснодарский край,  Краснодар", Александр,https://agroru.com/pages/258800/,,https://agroru.com/doska/monokalijfosfat-22415.htm
2461,"Карбамид,метанол, аммиачная селитра",None,None,"Латвия,  Рига", Aleksandr,https://agroru.com/pages/255717/,,https://agroru.com/doska/karbamid-metanol-ammiachnaya-selitra-53472.htm
2462,навоз перепелинный,50.00,за Штуку,"Новосибирская область,  Новосибирск", Руслан Васильевич Шурубченко,https://agroru.com/pages/237855/,,https://agroru.com/doska/navoz-perepelinnyj-34896.htm
2463,мука костная-органическое удобрение,90.00,за Килограмм,"Нижегородская область,  Дзержинск", эльвира,https://agroru.com/pages/249782/,,https://agroru.com/doska/muka-kostnaya-organicheskoe-udobrenie-43605.htm
2464,Калий хлористый 70%!,13300.00,за Тонну,"Пермский край,  Пермь", Артем,https://agroru.com/pages/241450/,,https://agroru.com/doska/kalij-hloristyj-70-38806.htm
2465,Торф верховой в мешках по 60 л и россыпью,150.00,за Штуку,"Санкт-Петербург,  Санкт-Петербург", Фролов  Радион,https://agroru.com/pages/215346/,,https://agroru.com/doska/torf-verhovoj-v-meshkah-po-60-l-i-rossypju-23695.htm
2466,Чернозем для сада и огорода,150.00,за Штуку,"Санкт-Петербург,  Санкт-Петербург", Фролов  Радион,https://agroru.com/pages/215346/,,https://agroru.com/doska/chernozem-dlya-sada-i-ogoroda-39971.htm
2467,Опилки в мешках и россыпью,250.00,за Штуку,"Санкт-Петербург,  Санкт-Петербург", Фролов  Радион,https://agroru.com/pages/215346/,,https://agroru.com/doska/opilki-v-meshkah-i-rossypju-93740.htm
2468,"Карбамид (Urea) N 46%.Сульфат меди Гидроксид калия,Сульфат цинка , Аммоний хлористый",None,None,"Курская область,  Курск", Вячеслав  Брук,https://agroru.com/pages/120868/,,https://agroru.com/doska/karbamid-urea-n-46-sulfat-medi-gidroksid-kaliya-sulfat-tsink-38239.htm
2469,Диаммофоска NPK 10:26:26,None,None,"Беларусь,  Минск", Ян,https://agroru.com/pages/258053/,,https://agroru.com/doska/diammofoska-npk-10-26-26-32250.htm
2470,"Karbamid A; NH4NO3, NPK; MOP MAP",260.00,за Тонну,"Пермский край,  Березники", Edmund,https://agroru.com/pages/257722/,,https://agroru.com/doska/karbamid-a-nh4no3-npk-mop-map-87758.htm
2471,Сапропель озерный натуральный,None,None,"Воронежская область,  Борисоглебск", Максим,https://agroru.com/pages/195830/,,https://agroru.com/doska/sapropel-ozernyj-naturalnyj-81996.htm
2472,Эко Гумат,500.00,за Литр,"Украина,  Харьков", Сергей Александрович Ковтонюк,https://agroru.com/pages/218389/,,https://agroru.com/doska/eko-gumat-41195.htm
2473,Гумат Калия,500.00,за Литр,"Украина,  Харьков", Сергей Александрович Ковтонюк,https://agroru.com/pages/218389/,,https://agroru.com/doska/gumat-kaliya-34365.htm
